Last Name,First Name,ORCID,Affiliation,ISSN
Margollés,Abelardo,https://orcid.org/0000-0003-2278-1816,Instituto de Productos Lácteos de Asturias,1422-0067
Yebra,Marı́a J.,https://orcid.org/0000-0003-4638-986X,Instituto de Agroquímica y Tecnología de Alimentos,1422-0067
Collado,María Carmen,https://orcid.org/0000-0002-6204-4864,Instituto de Agroquímica y Tecnología de Alimentos,1422-0067
Monedero,Vicente,https://orcid.org/0000-0001-7461-8047,Instituto de Agroquímica y Tecnología de Alimentos,1422-0067
Rodrı́guez-Dı́az,Jesús,https://orcid.org/0000-0002-9698-7684,Universitat de València; INCLIVA Health Research Institute; Hospital Clínico Universitario de Valencia,1422-0067
Pomatto,Margherita Alba Carlotta,https://orcid.org/0000-0002-5388-7798,University of Turin,1422-0067
Gai,Chiara,https://orcid.org/0000-0002-3443-7417,University of Turin,1422-0067
Negro,Federica,NONE,NONE,1422-0067
Cedrino,Massimo,NONE,University of Turin,1422-0067
Grange,Cristina,https://orcid.org/0000-0002-6960-5476,University of Turin,1422-0067
Ceccotti,Elena,https://orcid.org/0000-0003-2704-5738,University of Turin,1422-0067
Togliatto,Gabriele,https://orcid.org/0000-0002-3123-7823,University of Turin,1422-0067
Collino,Federica,https://orcid.org/0000-0002-3619-7701,Ospedale Maggiore; Fondazione IRCCS Ca' Granda Ospedale Maggiore Policlinico,1422-0067
Tapparo,Marta,https://orcid.org/0000-0003-0206-6866,University of Turin,1422-0067
Figliolini,Federico,https://orcid.org/0000-0002-6142-2261,University of Turin,1422-0067
Lopatina,Tatiana,https://orcid.org/0000-0002-8198-8887,University of Turin,1422-0067
Brizzi,Maria Felice,https://orcid.org/0000-0003-0944-6992,University of Turin,1422-0067
Camussi,Giovanni,https://orcid.org/0000-0003-2795-232X,University of Turin,1422-0067
Raval,Nakul Ravi,https://orcid.org/0000-0001-5637-7219,Copenhagen University Hospital; Rigshospitalet; University of Copenhagen,1422-0067
Johansen,Annette,https://orcid.org/0000-0003-0264-2368,Copenhagen University Hospital; Rigshospitalet; University of Copenhagen,1422-0067
Donovan,Lene Lundgaard,NONE,Copenhagen University Hospital; Rigshospitalet; University of Copenhagen,1422-0067
Ros,Nídia Fernandez,NONE,Copenhagen University Hospital; Rigshospitalet,1422-0067
Ozenne,Brice,https://orcid.org/0000-0001-9694-2956,Copenhagen University Hospital; Rigshospitalet; University of Copenhagen,1422-0067
Hansen,Hanne D.,https://orcid.org/0000-0001-5564-7627,Harvard University; Copenhagen University Hospital; Rigshospitalet; Athinoula A. Martinos Center for Biomedical Imaging; Massachusetts General Hospital,1422-0067
Knudsen,Gitte M.,https://orcid.org/0000-0003-1508-6866,Copenhagen University Hospital; Rigshospitalet; University of Copenhagen,1422-0067
Shin,Sungho,https://orcid.org/0000-0002-4206-1229,Korea Institute of Science and Technology; Kyung Hee University,1422-0067
Lee,Jeongmin,https://orcid.org/0000-0003-3983-3950,Samsung Medical Center,1422-0067
Kwon,Yumi,https://orcid.org/0000-0003-0523-6197,Korea Institute of Science and Technology,1422-0067
Park,Kang-Sik,NONE,Kyung Hee University,1422-0067
Jeong,Jae‐Hoon,NONE,Korea Institute of Radiological and Medical Sciences,1422-0067
Choi,Suk‐Joo,https://orcid.org/0000-0002-8946-4789,Samsung Medical Center; Sungkyunkwan University,1422-0067
Bang,Sa Ik,https://orcid.org/0000-0001-5487-8300,Samsung Medical Center; Sungkyunkwan University,1422-0067
Chang,Jong Wook,https://orcid.org/0000-0001-9335-5510,Samsung Medical Center,1422-0067
Lee,Cheolju,https://orcid.org/0000-0001-8482-4696,Korea Institute of Science and Technology; Kyung Hee University; Korea University of Science and Technology; Bio-Medical Science (South Korea),1422-0067
Pozo‐Acebo,Lorena del,https://orcid.org/0000-0003-0673-6329,Madrid Institute for Advanced Studies; Universidad Autónoma de Madrid,1422-0067
Hazas,María‐Carmen López de las,https://orcid.org/0000-0001-8199-6724,Madrid Institute for Advanced Studies; Universidad Autónoma de Madrid,1422-0067
Tomé‐Carneiro,João,https://orcid.org/0000-0002-3597-9234,Madrid Institute for Advanced Studies; Universidad Autónoma de Madrid,1422-0067
Gil-Cabrerizo,Paula,https://orcid.org/0000-0003-1118-969X,Universidad Autónoma de Madrid; Madrid Institute for Advanced Studies,1422-0067
San‐Cristobal,Rodrigo,https://orcid.org/0000-0001-8054-6553,Madrid Institute for Advanced Studies; Universidad Autónoma de Madrid,1422-0067
Busto,Rebeca,https://orcid.org/0000-0001-9869-4087,Hospital Universitario Ramón y Cajal; Instituto Ramón y Cajal de Investigación Sanitaria; Instituto de Salud Carlos III,1422-0067
García‐Ruiz,Almudena,NONE,Madrid Institute for Advanced Studies; Universidad Autónoma de Madrid,1422-0067
Dávalos,Alberto,https://orcid.org/0000-0001-5709-6443,Madrid Institute for Advanced Studies; Universidad Autónoma de Madrid,1422-0067
Abdollahi,Zahra,https://orcid.org/0000-0002-4711-4510,Damghan University,1422-0067
Zare‬,Ehsan Nazarzadeh,https://orcid.org/0000-0002-0446-4385,Damghan University,1422-0067
Salimi,Fatemeh,https://orcid.org/0000-0002-8771-5337,Damghan University,1422-0067
Goudarzi,Iran,https://orcid.org/0000-0002-6665-3202,Damghan University,1422-0067
Tay,Franklin R.,https://orcid.org/0000-0003-3769-0626,The Graduate Center CUNY; Augusta University,1422-0067
Makvandi,Pooyan,https://orcid.org/0000-0003-2456-0961,Piaggio (Italy); Piaggio Aerospace (Italy); Italian Institute of Technology,1422-0067
Badhan,Sapna,NONE,RMIT University,1422-0067
Ball,Andrew S.,https://orcid.org/0000-0003-2387-968X,RMIT University,1422-0067
Mantri,Nitin,https://orcid.org/0000-0002-7621-035X,RMIT University,1422-0067
Ahmad,Sheikh Bilal,https://orcid.org/0000-0002-6360-8457,Ajou University,1422-0067
Batool,Maria,https://orcid.org/0000-0003-0331-1317,Ajou University,1422-0067
Ain,Quratul,NONE,Ajou University,1422-0067
Kim,Moon Suk,https://orcid.org/0000-0002-6689-1825,Ajou University,1422-0067
Choi,Sangdun,https://orcid.org/0000-0001-5920-7848,Ajou University,1422-0067
Woith,Eric,https://orcid.org/0000-0003-3457-0338,Freie Universität Berlin,1422-0067
Guerriero,Gea,https://orcid.org/0000-0001-6586-6997,Luxembourg Institute of Science and Technology,1422-0067
Hausman,Jean-François,https://orcid.org/0000-0001-6103-7817,Luxembourg Institute of Science and Technology,1422-0067
Renaut,Jenny,https://orcid.org/0000-0002-0450-3866,Luxembourg Institute of Science and Technology,1422-0067
Leclercq,Céline C.,https://orcid.org/0000-0003-0565-4591,Luxembourg Institute of Science and Technology,1422-0067
Weise,Christoph,https://orcid.org/0000-0002-5507-4694,Freie Universität Berlin,1422-0067
Legay,Sylvain,https://orcid.org/0000-0002-2057-7443,Luxembourg Institute of Science and Technology,1422-0067
Weng,Alexander,https://orcid.org/0000-0003-1640-2189,Freie Universität Berlin,1422-0067
Melzig,Matthias F.,NONE,Freie Universität Berlin,1422-0067
Khan,Shakeel Ahmad,https://orcid.org/0000-0003-0967-3079,City University of Hong Kong,1422-0067
Shahid,Sammia,https://orcid.org/0000-0001-7525-1881,University of Management and Technology,1422-0067
Hanif,Sadaf,NONE,University of Management and Technology,1422-0067
Almoallim,Hesham S.,NONE,King Saud University,1422-0067
Alharbi,Sulaiman Ali,https://orcid.org/0000-0002-4196-2746,King Saud University,1422-0067
Sellami,H.,https://orcid.org/0000-0001-5479-1707,Centre de Recherches et des Technologies des Eaux; University of Carthage,1422-0067
Velasco,Brenda,https://orcid.org/0000-0001-5211-0461,Universidad de Guadalajara; Universidade de Santiago de Compostela,1422-0067
Diaz‐Vidal,Tania,https://orcid.org/0000-0001-9110-5147,Universidad de Guadalajara,1422-0067
Rosales-Rivera,Luis Carlos,https://orcid.org/0000-0002-1637-0642,Universidad de Guadalajara,1422-0067
García‐González,Carlos A.,https://orcid.org/0000-0001-9542-3679,Universidade de Santiago de Compostela,1422-0067
Alvarez‐Lorenzo,Carmen,https://orcid.org/0000-0002-8546-7085,Universidade de Santiago de Compostela,1422-0067
Al‐Modlej,Abeer,https://orcid.org/0000-0001-6715-9516,King Saud University,1422-0067
Domínguez-Arca,Vicente,https://orcid.org/0000-0002-3500-5915,Universidade de Santiago de Compostela,1422-0067
Prieto,Gerardo,https://orcid.org/0000-0002-3010-7197,Universidade de Santiago de Compostela,1422-0067
Barbosa,Sílvia,https://orcid.org/0000-0003-1831-1686,Universidade de Santiago de Compostela,1422-0067
Soltero,J. F. A.,https://orcid.org/0000-0001-7793-8070,Universidad de Guadalajara,1422-0067
Taboada,Pablo,https://orcid.org/0000-0002-2903-7857,Universidade de Santiago de Compostela,1422-0067
Raza,Ali,https://orcid.org/0000-0002-5120-2791,Oil Crops Research Institute; Chinese Academy of Agricultural Sciences,1422-0067
Su,Wei,https://orcid.org/0000-0003-1289-4403,Oil Crops Research Institute; Chinese Academy of Agricultural Sciences,1422-0067
Gao,Ang,https://orcid.org/0000-0002-4317-5367,Oil Crops Research Institute; Chinese Academy of Agricultural Sciences,1422-0067
Mehmood,Sundas Saher,https://orcid.org/0000-0003-2677-1439,Oil Crops Research Institute; Chinese Academy of Agricultural Sciences,1422-0067
Hussain,Muhammad Azhar,https://orcid.org/0000-0001-7308-9235,Oil Crops Research Institute; Chinese Academy of Agricultural Sciences,1422-0067
Nie,Wenlong,NONE,NONE,1422-0067
Lv,Yan,https://orcid.org/0000-0001-6983-5848,Oil Crops Research Institute; Chinese Academy of Agricultural Sciences,1422-0067
Zou,Xiling,https://orcid.org/0000-0002-1193-4146,Oil Crops Research Institute; Chinese Academy of Agricultural Sciences,1422-0067
Zhang,Xuekun,https://orcid.org/0000-0002-7867-1811,Yangtze University,1422-0067
Pramanik,Dibyajyoti,https://orcid.org/0000-0002-7996-1124,Gyeongsang National University,1422-0067
Shelake,Rahul Mahadev,https://orcid.org/0000-0003-0691-560X,Gyeongsang National University,1422-0067
Park,Jiyeon,https://orcid.org/0000-0002-6316-2715,Pusan National University,1422-0067
Kim,Mi Jung,https://orcid.org/0000-0003-1582-3643,Gyeongsang National University,1422-0067
Hwang,Indeok,NONE,NONE,1422-0067
Park,Young-Hoon,https://orcid.org/0000-0003-4016-8652,Pusan National University,1422-0067
Kim,Jae‐Yean,https://orcid.org/0000-0002-1180-6232,Gyeongsang National University,1422-0067
Le,Nguyen Quoc Khanh,https://orcid.org/0000-0003-4896-7926,Taipei Medical University; Taipei Medical University Hospital,1422-0067
Kha,Quang Hien,https://orcid.org/0000-0002-7676-3843,Taipei Medical University,1422-0067
Hiệp,Nguyễn Văn,https://orcid.org/0000-0002-3390-7923,Taipei Medical University,1422-0067
Chen,Yung-Chieh,https://orcid.org/0000-0002-0333-428X,Taipei Medical University Hospital,1422-0067
Cheng,Sho‐Jen,NONE,Taipei Medical University Hospital,1422-0067
Chen,Cheng‐Yu,https://orcid.org/0000-0003-0428-4373,Taipei Medical University; Taipei Medical University Hospital,1422-0067
Delpiano,Giulia Rossella,https://orcid.org/0000-0003-2691-1526,NONE,1422-0067
Tocco,Davide,https://orcid.org/0000-0001-7364-9167,NONE,1422-0067
Medda,Luca,NONE,Scuola Normale Superiore; National Enterprise for NanoScience and NanoTechnology,1422-0067
Magner,Edmond,https://orcid.org/0000-0003-2042-556X,University of Limerick,1422-0067
Salis,Andrea,https://orcid.org/0000-0001-5746-2693,Consorzio Interuniversitario per lo Sviluppo dei Sistemi a Grande Interfase; University of Cagliari,1422-0067
Li,Gen,https://orcid.org/0000-0002-6862-5547,Clemson University,1422-0067
Panday,Shailesh Kumar,https://orcid.org/0000-0003-3099-8679,Clemson University,1422-0067
Alexov,Emil,https://orcid.org/0000-0001-5346-0156,Clemson University,1422-0067
Šimunková,Miriama,https://orcid.org/0000-0002-4035-4140,Slovak University of Technology in Bratislava,1422-0067
Barbieriková,Zuzana,NONE,Slovak University of Technology in Bratislava,1422-0067
Jomová,Klaudia,https://orcid.org/0000-0003-1836-4913,Constantine the Philosopher University in Nitra,1422-0067
Hudecová,Lenka,https://orcid.org/0000-0002-1463-2274,Constantine the Philosopher University in Nitra,1422-0067
Lauro,Peter,https://orcid.org/0000-0003-4717-0149,Constantine the Philosopher University in Nitra,1422-0067
Alwasel,Saleh,https://orcid.org/0000-0002-0626-2306,King Saud University,1422-0067
Alhazza,Ibrahim M.,https://orcid.org/0000-0003-0058-1629,King Saud University,1422-0067
Rhodes,Christopher J.,https://orcid.org/0000-0002-2929-4466,NONE,1422-0067
Valko,Marián,https://orcid.org/0000-0001-7483-0267,King Saud University,1422-0067
Dziedzic,Ewelina A.,https://orcid.org/0000-0002-9912-3240,Uczelnia Łazarskiego; Postgraduate School of Molecular Medicine,1422-0067
Gąsior,Jakub S.,https://orcid.org/0000-0002-2009-2200,Medical University of Warsaw,1422-0067
Tuzimek,Agnieszka,https://orcid.org/0000-0002-7476-7023,Postgraduate School of Molecular Medicine,1422-0067
Paleczny,Justyna,https://orcid.org/0000-0002-8783-7123,Wroclaw Medical University,1422-0067
Junka,Adam,https://orcid.org/0000-0002-7559-8903,Wroclaw Medical University,1422-0067
Dąbrowski,Marek,https://orcid.org/0000-0003-1692-8578,NONE,1422-0067
Jankowski,Piotr,https://orcid.org/0000-0001-6223-8821,Postgraduate School of Molecular Medicine,1422-0067
Wilson,Carter J.,https://orcid.org/0000-0002-8992-6269,Western University,1422-0067
Choy,Wing‐Yiu,https://orcid.org/0000-0002-2124-7278,Western University,1422-0067
Karttunen,Mikko,https://orcid.org/0000-0002-8626-3033,Western University,1422-0067
Bragina,Maiia E.,NONE,University of Lausanne; SIB Swiss Institute of Bioinformatics; Ludwig Cancer Research,1422-0067
Daina,Antoine,https://orcid.org/0000-0002-0074-7601,SIB Swiss Institute of Bioinformatics; University of Lausanne,1422-0067
Perez,Marta A. S.,NONE,SIB Swiss Institute of Bioinformatics; University of Lausanne,1422-0067
Michielin,Olivier,https://orcid.org/0000-0003-4926-6355,SIB Swiss Institute of Bioinformatics; University of Lausanne; University Hospital of Lausanne,1422-0067
Zoete,Vincent,https://orcid.org/0000-0002-2336-6537,University of Lausanne; SIB Swiss Institute of Bioinformatics; Ludwig Cancer Research,1422-0067
Sim,Pivian,https://orcid.org/0000-0001-6297-3551,University of South Australia,1422-0067
Strudwick,Xanthe L.,https://orcid.org/0000-0002-8557-3857,University of South Australia,1422-0067
Song,Yunmei,https://orcid.org/0000-0003-0008-5895,University of South Australia,1422-0067
Cowin,Allison J.,https://orcid.org/0000-0003-2885-2080,University of South Australia,1422-0067
Garg,Sanjay,https://orcid.org/0000-0001-7253-2629,University of South Australia,1422-0067
Chludzinski,Elisa,NONE,University of Veterinary Medicine Hannover Foundation,1422-0067
Klemens,Johanna,NONE,University of Veterinary Medicine Hannover Foundation,1422-0067
Ciurkiewicz,Małgorzata,https://orcid.org/0000-0001-6277-7366,University of Veterinary Medicine Hannover Foundation,1422-0067
Geffers,Robert,https://orcid.org/0000-0003-4409-016X,Helmholtz Centre for Infection Research,1422-0067
Pöpperl,Pauline,NONE,University of Veterinary Medicine Hannover Foundation,1422-0067
Stoff,Melanie,https://orcid.org/0000-0002-8034-000X,University of Veterinary Medicine Hannover Foundation,1422-0067
Shin,Dai‐Lun,https://orcid.org/0000-0002-4449-436X,University of Veterinary Medicine Hannover Foundation,1422-0067
Herrler,Georg,https://orcid.org/0000-0002-5827-0957,University of Veterinary Medicine Hannover Foundation,1422-0067
Beineke,Andreas,https://orcid.org/0000-0003-2187-3436,University of Veterinary Medicine Hannover Foundation,1422-0067
Li,Tianyu,https://orcid.org/0000-0001-8470-8943,Kunming University,1422-0067
Pang,Haijun,https://orcid.org/0000-0002-0405-8352,Harbin University of Science and Technology,1422-0067
Wu,Qiong,https://orcid.org/0000-0001-7931-6750,Kunming University,1422-0067
Huang,Meifen,NONE,Kunming University,1422-0067
Xu,Jiajun,https://orcid.org/0000-0001-9191-0349,Kunming University,1422-0067
Zheng,Liping,https://orcid.org/0000-0003-4054-3483,Kunming University,1422-0067
Wang,Baoling,NONE,Kunming University,1422-0067
Qiao,Yong-Feng,https://orcid.org/0000-0002-0719-8940,Kunming University,1422-0067
Shi,Wenquan,NONE,Yunnan University,1422-0067
Han,Qiurui,NONE,Yunnan University,1422-0067
Wu,Jiajia,https://orcid.org/0000-0001-7180-0425,Yunnan University,1422-0067
Ji,Chunyu,https://orcid.org/0009-0009-0533-2489,Yunnan University,1422-0067
Zhou,Yiqun,https://orcid.org/0000-0002-6594-9925,University of Miami,1422-0067
Li,Shanghao,https://orcid.org/0000-0001-9095-1755,MP Biomedicals (United States),1422-0067
Gao,Lipeng,https://orcid.org/0000-0002-5680-6789,Yunnan University,1422-0067
Leblanc,Roger M.,https://orcid.org/0000-0001-8836-8042,University of Miami,1422-0067
Peng,Zhili,https://orcid.org/0000-0001-9688-7504,Yunnan University,1422-0067
Wu,Haili,https://orcid.org/0000-0003-3338-7822,Shanxi University,1422-0067
Du,Jin’e,NONE,Shanxi University,1422-0067
Li,Chenglu,NONE,Shanxi University,1422-0067
Li,Hanqing,https://orcid.org/0000-0002-8837-532X,Shanxi University,1422-0067
Guo,Huiqin,https://orcid.org/0000-0002-6498-4497,Shanxi University,1422-0067
Li,Zhuoyu,https://orcid.org/0000-0002-2378-1204,Shanxi University,1422-0067
Franco,Caterina,https://orcid.org/0000-0002-3973-0436,University of Brescia,1422-0067
Sciatti,Edoardo,https://orcid.org/0000-0002-3479-3454,Ospedale Papa Giovanni XXIII,1422-0067
Favero,Gaia,https://orcid.org/0000-0001-6895-7106,University of Brescia,1422-0067
Bonomini,Francesca,https://orcid.org/0000-0001-7210-0308,University of Brescia; Italian Society of Physiotherapy,1422-0067
Vizzardi,Enrico,https://orcid.org/0000-0002-3544-6104,University of Brescia,1422-0067
